datetime,timestamp,volume,quote_volume,trades_count
2025-07-24 08:00:00,1753344000000,2404.15809,284956988.2420538,285251
2025-07-24 12:00:00,1753358400000,4139.29216,491283511.0494331,499364
2025-07-24 16:00:00,1753372800000,2166.82662,257751716.2635519,361734
2025-07-24 20:00:00,1753387200000,1431.39777,169606531.3057866,209515
2025-07-25 00:00:00,1753401600000,11127.20493,1298474353.4045227,739701
2025-07-25 04:00:00,1753416000000,8835.25163,1019700087.7183645,741259
2025-07-25 08:00:00,1753430400000,7216.21136,834883190.7814395,579645
2025-07-25 12:00:00,1753444800000,6361.79335,736297597.7644308,692851
2025-07-25 16:00:00,1753459200000,3089.40882,359266206.9225835,354424
2025-07-25 20:00:00,1753473600000,1776.47864,208157350.0291532,174475
2025-07-26 00:00:00,1753488000000,1222.24277,143573522.9239158,170152
2025-07-26 04:00:00,1753502400000,1006.48005,118156813.3736454,92424
2025-07-26 08:00:00,1753516800000,1549.30958,182516444.8435796,153476
2025-07-26 12:00:00,1753531200000,1303.59734,153859195.9572898,155222
2025-07-26 16:00:00,1753545600000,1051.39337,124173515.1999287,110349
2025-07-26 20:00:00,1753560000000,858.64895,101349587.450951,108749
2025-07-27 00:00:00,1753574400000,1007.50696,119027557.0859303,112389
2025-07-27 04:00:00,1753588800000,808.21213,95561585.8691134,104278
2025-07-27 08:00:00,1753603200000,835.9696,98708410.1613655,120595
2025-07-27 12:00:00,1753617600000,1586.05165,187626934.0333028,182821
2025-07-27 16:00:00,1753632000000,3418.37234,407360766.6908695,354026
2025-07-27 20:00:00,1753646400000,1672.19651,199598288.3202167,220971
2025-07-28 00:00:00,1753660800000,1824.53168,217797781.9847039,289119
2025-07-28 04:00:00,1753675200000,2360.0622,281402696.3843602,233844
2025-07-28 08:00:00,1753689600000,2060.1822,244734013.2613242,212608
2025-07-28 12:00:00,1753704000000,3792.61028,449216545.1438869,519386
2025-07-28 16:00:00,1753718400000,2575.55527,303595815.915483,339420
2025-07-28 20:00:00,1753732800000,1348.80591,159135383.2067598,230400
2025-07-29 00:00:00,1753747200000,2242.87768,264931696.5073892,338133
2025-07-29 04:00:00,1753761600000,2579.99271,306618607.4829511,246815
2025-07-29 08:00:00,1753776000000,1962.95351,232866007.2001823,254130
2025-07-29 12:00:00,1753790400000,4173.95638,493253408.4897956,537143
2025-07-29 16:00:00,1753804800000,2441.06334,286940381.0064748,348254
2025-07-29 20:00:00,1753819200000,1737.09083,204071982.9988533,232219
2025-07-30 00:00:00,1753833600000,1226.38506,144627350.1925008,204212
2025-07-30 04:00:00,1753848000000,1232.08963,145539686.0383905,163007
2025-07-30 08:00:00,1753862400000,2228.01795,263126870.0067514,269076
2025-07-30 12:00:00,1753876800000,3794.91612,447809337.5560383,531501
2025-07-30 16:00:00,1753891200000,5721.15052,669195849.8357475,634913
2025-07-30 20:00:00,1753905600000,1384.17703,162397784.5935574,194660
2025-07-31 00:00:00,1753920000000,2307.57332,273029834.8762592,229192
2025-07-31 04:00:00,1753934400000,1907.96734,226269774.1707044,169906
2025-07-31 08:00:00,1753948800000,1290.20631,152936940.9035217,133783
2025-07-31 12:00:00,1753963200000,3457.28095,408607161.8415131,436764
2025-07-31 16:00:00,1753977600000,4228.22018,497971783.6137045,468442
2025-07-31 20:00:00,1753992000000,3818.7592,444054521.2965397,421445
2025-08-01 00:00:00,1754006400000,5440.32571,627188117.3229619,650051
2025-08-01 04:00:00,1754020800000,2952.50734,340199535.7987066,411115
2025-08-01 08:00:00,1754035200000,3338.52917,383326052.9600484,463102
2025-08-01 12:00:00,1754049600000,5325.96286,613558143.1486454,1084066
2025-08-01 16:00:00,1754064000000,4135.47502,472437940.4212518,924319
2025-08-01 20:00:00,1754078400000,3294.30196,373558787.4997558,628176
2025-08-02 00:00:00,1754092800000,1422.97261,161699096.2008179,346530
2025-08-02 04:00:00,1754107200000,1674.39001,190562803.0443968,227553
2025-08-02 08:00:00,1754121600000,1135.36227,129100147.2977649,222031
2025-08-02 12:00:00,1754136000000,1922.72871,217838216.012316,320277
2025-08-02 16:00:00,1754150400000,3414.70659,384611629.9707075,639368
2025-08-02 20:00:00,1754164800000,1937.17409,218070844.8007189,409955
2025-08-03 00:00:00,1754179200000,2106.5441,237947445.4764927,418118
2025-08-03 04:00:00,1754193600000,764.27697,86778251.9467757,130998
2025-08-03 08:00:00,1754208000000,1260.20877,143489089.1139783,156276
2025-08-03 12:00:00,1754222400000,1131.56686,128830422.6483646,251886
2025-08-03 16:00:00,1754236800000,1254.96509,143410319.1586365,246789
2025-08-03 20:00:00,1754251200000,880.19867,100634505.8100063,215214
2025-08-04 00:00:00,1754265600000,1525.00586,174778603.675855,304162
2025-08-04 04:00:00,1754280000000,1221.27307,139739546.2641208,197361
2025-08-04 08:00:00,1754294400000,1188.64494,136090921.963128,247694
2025-08-04 12:00:00,1754308800000,2885.46126,331541729.6781156,530974
2025-08-04 16:00:00,1754323200000,1843.11618,212273932.3241284,412414
2025-08-04 20:00:00,1754337600000,1004.17785,115514140.157623,261625
2025-08-05 00:00:00,1754352000000,1398.92395,160455069.0429971,287638
2025-08-05 04:00:00,1754366400000,2125.54323,242804599.5489207,261124
2025-08-05 08:00:00,1754380800000,1593.56232,182617724.5458636,317175
2025-08-05 12:00:00,1754395200000,4590.4684,520992544.5331806,1006379
2025-08-05 16:00:00,1754409600000,1434.52074,162586192.6582227,478510
2025-08-05 20:00:00,1754424000000,899.77214,102405616.8174319,230226
2025-08-06 00:00:00,1754438400000,1061.53764,120724616.0697804,286080
2025-08-06 04:00:00,1754452800000,1437.03071,163790419.8922004,302903
2025-08-06 08:00:00,1754467200000,1280.29764,146061959.1246219,269803
2025-08-06 12:00:00,1754481600000,3509.68013,402461313.7696326,704802
2025-08-06 16:00:00,1754496000000,1727.95909,199297200.1458815,308639
2025-08-06 20:00:00,1754510400000,744.64797,85693223.8568016,154273
2025-08-07 00:00:00,1754524800000,1192.91433,136893563.3905805,198112
2025-08-07 04:00:00,1754539200000,1290.96115,147895974.1728116,209354
2025-08-07 08:00:00,1754553600000,3698.10885,428983588.2895274,492704
2025-08-07 12:00:00,1754568000000,2746.73177,319832114.2908285,546103
2025-08-07 16:00:00,1754582400000,2735.62556,319105083.7385784,558042
2025-08-07 20:00:00,1754596800000,1804.22097,211743973.9546006,310356
2025-08-08 00:00:00,1754611200000,2393.91974,280094573.2187749,511625
2025-08-08 04:00:00,1754625600000,1456.27491,169950858.203494,224401
2025-08-08 08:00:00,1754640000000,1108.98011,129319112.1239561,268792
2025-08-08 12:00:00,1754654400000,2540.81848,296106840.9068547,544209
2025-08-08 16:00:00,1754668800000,1690.79713,196921937.4615741,394422
2025-08-08 20:00:00,1754683200000,854.52241,99806456.8096009,151855
2025-08-09 00:00:00,1754697600000,971.89236,113203432.9672954,135431
2025-08-09 04:00:00,1754712000000,1972.60521,230189397.0784778,270008
